lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,label,image_path
0.0,0.0,0.0,-0.30182114243507385,-0.1776537150144577,-0.13886748254299164,-0.5792210102081299,-0.566149890422821,-0.2257191389799118,-0.6812281608581543,-0.9712920188903809,-0.31034520268440247,-0.5575428009033203,-1.2561310529708862,-0.366275817155838,-0.3912659287452698,-0.9749749302864075,-0.07109741866588593,-0.4387039244174957,-1.2997149229049683,-0.2434990406036377,-0.4002007842063904,-0.9903547167778015,-0.3257143199443817,-0.3520093262195587,-0.7382910251617432,-0.3545535206794739,-0.18614870309829712,-0.9804803729057312,-0.06329894065856934,-0.2663784623146057,-1.2952096462249756,-0.2457495629787445,-0.2442411482334137,-0.8969667553901672,-0.2843742370605469,-0.21492132544517517,-0.6533352732658386,-0.2676098346710205,0.02290426380932331,-0.9604947566986084,-0.08581889420747757,-0.056012656539678574,-1.2824528217315674,-0.2719671428203583,-0.07211990654468536,-0.8713275194168091,-0.2325681447982788,-0.058144085109233856,-0.6021643877029419,-0.1549532413482666,0.23948273062705994,-0.892163097858429,-0.12071899324655533,0.15002985298633575,-1.1786768436431885,-0.2616710066795349,0.09703407436609268,-0.8914008736610413,-0.24063721299171448,0.09182094782590866,-0.6647334098815918,-0.18700675666332245,0,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/0/00000.jpg
0.0,0.0,0.0,0.20875069499015808,-0.1725451946258545,-0.13368205726146698,0.3745064437389374,-0.5371401309967041,-0.20858675241470337,0.323064386844635,-0.8811807632446289,-0.27490830421447754,0.17651019990444183,-1.1324949264526367,-0.3082311749458313,0.3898463845252991,-0.964648962020874,-0.09489545971155167,0.438732385635376,-1.2501801252365112,-0.2554561197757721,0.3981413245201111,-0.9136538505554199,-0.32776767015457153,0.38441479206085205,-0.8025004267692566,-0.3578677177429199,0.19646593928337097,-0.9749302864074707,-0.10446098446846008,0.226338192820549,-1.2124508619308472,-0.26611950993537903,0.2231188267469406,-0.8058481812477112,-0.29130908846855164,0.2183857560157776,-0.7667917013168335,-0.27789437770843506,0.00011294052092125639,-0.9254630208015442,-0.14003285765647888,0.02718370407819748,-1.1078091859817505,-0.3274030387401581,0.07043606787919998,-0.692001223564148,-0.2850385308265686,0.08213159441947937,-0.6206489205360413,-0.21544325351715088,-0.1998300850391388,-0.8427624106407166,-0.18373948335647583,-0.15151317417621613,-0.9264139533042908,-0.30688750743865967,-0.08198085427284241,-0.6445611715316772,-0.2642607092857361,-0.0617782361805439,-0.5651125907897949,-0.20479896664619446,0,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/0/00001.jpg
0.0,0.0,0.0,-0.3149682879447937,-0.17409558594226837,-0.14498543739318848,-0.6030609607696533,-0.5230422019958496,-0.24301286041736603,-0.7467637658119202,-0.9021314978599548,-0.33675700426101685,-0.6394310593605042,-1.1768267154693604,-0.3992033004760742,-0.45546379685401917,-0.9367083311080933,-0.10369004309177399,-0.5085211396217346,-1.267849326133728,-0.2815668284893036,-0.45378169417381287,-0.9528504014015198,-0.35894784331321716,-0.4041793942451477,-0.697778046131134,-0.3841477632522583,-0.24787262082099915,-0.9639455080032349,-0.09678908437490463,-0.32414260506629944,-1.2808756828308105,-0.2796000838279724,-0.2816486358642578,-0.8835402131080627,-0.3090149760246277,-0.25356119871139526,-0.6558458805084229,-0.28976747393608093,-0.038288217037916183,-0.9541162848472595,-0.11909271776676178,-0.10922346264123917,-1.2508875131607056,-0.3040158450603485,-0.10173526406288147,-0.8418623805046082,-0.25196772813796997,-0.08678791671991348,-0.6026366353034973,-0.17046518623828888,0.1715792715549469,-0.8851051330566406,-0.15471617877483368,0.09364987164735794,-1.1428791284561157,-0.2894567847251892,0.05945592746138573,-0.8421317934989929,-0.2577955722808838,0.05928701534867287,-0.6357894539833069,-0.20127254724502563,0,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/0/00002.jpg
0.0,0.0,0.0,-0.2950505018234253,-0.2174805998802185,-0.14382430911064148,-0.5428054332733154,-0.6008203625679016,-0.2358473539352417,-0.6493861079216003,-0.9912306070327759,-0.3250325322151184,-0.555094838142395,-1.2745988368988037,-0.3846367299556732,-0.35921505093574524,-0.9876980185508728,-0.08973599970340729,-0.39053255319595337,-1.3002538681030273,-0.2642343044281006,-0.358205646276474,-0.989262044429779,-0.3434000015258789,-0.3242988884449005,-0.7301846146583557,-0.3694212734699249,-0.15651507675647736,-0.9841457605361938,-0.08342715352773666,-0.20298995077610016,-1.292563557624817,-0.2648327946662903,-0.193428635597229,-0.8941085934638977,-0.29711097478866577,-0.18237076699733734,-0.661960244178772,-0.2793330252170563,0.04705866053700447,-0.9456196427345276,-0.10686951130628586,0.012750179506838322,-1.2380988597869873,-0.2953261733055115,-0.020949209108948708,-0.8269748091697693,-0.24651384353637695,-0.034440986812114716,-0.5808116793632507,-0.16499312222003937,0.2456064224243164,-0.8487619161605835,-0.14362557232379913,0.20833013951778412,-1.105523943901062,-0.28050780296325684,0.13923799991607666,-0.8143873810768127,-0.2483241856098175,0.10754618793725967,-0.610114574432373,-0.1904110163450241,0,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/0/00003.jpg
0.0,0.0,0.0,-0.31576788425445557,-0.13380877673625946,-0.1311812549829483,-0.6184960007667542,-0.49247482419013977,-0.20270098745822906,-0.7653924822807312,-0.8659815192222595,-0.26922523975372314,-0.710597574710846,-1.1683207750320435,-0.305981308221817,-0.4687775671482086,-0.923545777797699,-0.05686810240149498,-0.5660187602043152,-1.2161344289779663,-0.21525157988071442,-0.5046501159667969,-0.9243414998054504,-0.28522440791130066,-0.4399621784687042,-0.6866585612297058,-0.3055698275566101,-0.2697705924510956,-0.9615533351898193,-0.05137048289179802,-0.37961986660957336,-1.2636619806289673,-0.2194288671016693,-0.33083635568618774,-0.8737802505493164,-0.2511645555496216,-0.28212475776672363,-0.6478806734085083,-0.23037493228912354,-0.06301909685134888,-0.9596707224845886,-0.07448598742485046,-0.1612904667854309,-1.2553788423538208,-0.25067949295043945,-0.14428533613681793,-0.8405879139900208,-0.2027648538351059,-0.10917408019304276,-0.5942989587783813,-0.12184488028287888,0.15793326497077942,-0.904984176158905,-0.10931070894002914,0.055899038910865784,-1.1585298776626587,-0.24758704006671906,0.027345184236764908,-0.8534953594207764,-0.21784748136997223,0.03890329226851463,-0.6436430215835571,-0.15778887271881104,0,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/0/00004.jpg
0.0,0.0,0.0,-0.18796606361865997,-0.19533319771289825,-0.13714279234409332,-0.3252933919429779,-0.5038901567459106,-0.22169612348079681,-0.3223877251148224,-0.7678360342979431,-0.3044164776802063,-0.24490968883037567,-1.0059093236923218,-0.3747982680797577,-0.283453106880188,-1.0089867115020752,-0.11244136840105057,-0.33592772483825684,-1.3924152851104736,-0.25438204407691956,-0.3529950976371765,-1.614725947380066,-0.33114388585090637,-0.3590886890888214,-1.8212751150131226,-0.3813484013080597,-0.08381842821836472,-0.9893941879272461,-0.11863251030445099,-0.10029546171426773,-1.1348071098327637,-0.3230549395084381,-0.11687217652797699,-0.7679466605186462,-0.3621872663497925,-0.12785029411315918,-0.5636888742446899,-0.34251752495765686,0.10511724650859833,-0.8959119915962219,-0.1466505527496338,0.08628620952367783,-0.9070155620574951,-0.35405173897743225,0.017790431156754494,-0.5632274150848389,-0.3145017921924591,-0.029185039922595024,-0.4188176393508911,-0.2359422892332077,0.2729772925376892,-0.7522875666618347,-0.1870719939470291,0.2549045979976654,-0.7556123733520508,-0.3195287585258484,0.14867185056209564,-0.5147413611412048,-0.2879047095775604,0.06813910603523254,-0.4086970388889313,-0.2342420369386673,1,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/1/00000.jpg
0.0,0.0,0.0,-0.22835701704025269,-0.15065822005271912,-0.1222122311592102,-0.43331417441368103,-0.4830971360206604,-0.18788617849349976,-0.5051024556159973,-0.8027506470680237,-0.2552735507488251,-0.47285696864128113,-1.0759774446487427,-0.31399115920066833,-0.38676249980926514,-0.9393473863601685,-0.06542997807264328,-0.5485908389091492,-1.2926697731018066,-0.1925159990787506,-0.638581395149231,-1.4996638298034668,-0.2613861858844757,-0.6970529556274414,-1.7001515626907349,-0.3102312982082367,-0.19752827286720276,-0.9773954153060913,-0.07537120580673218,-0.34663161635398865,-1.2089812755584717,-0.2756307125091553,-0.3273445963859558,-0.8495011329650879,-0.31989049911499023,-0.26928970217704773,-0.6213916540145874,-0.29847535490989685,-0.005015978589653969,-0.9441297054290771,-0.1067957878112793,-0.1442244052886963,-1.0037076473236084,-0.3121941387653351,-0.15490810573101044,-0.6215978860855103,-0.28201159834861755,-0.11457511782646179,-0.4444062411785126,-0.20588405430316925,0.17799817025661469,-0.852785050868988,-0.14942693710327148,0.026554204523563385,-0.8739104270935059,-0.2844543159008026,-0.0127773592248559,-0.5979834198951721,-0.26573479175567627,0.01677696220576763,-0.46337902545928955,-0.21933519840240479,1,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/1/00001.jpg
0.0,0.0,0.0,-0.16706842184066772,-0.26163744926452637,-0.14421288669109344,-0.2625049948692322,-0.615372896194458,-0.2254982590675354,-0.23003356158733368,-0.9326886534690857,-0.30358755588531494,-0.13090617954730988,-1.1797000169754028,-0.3726092278957367,-0.21913091838359833,-1.0432661771774292,-0.07684306055307388,-0.24534080922603607,-1.4020785093307495,-0.20886407792568207,-0.2384064644575119,-1.61430823802948,-0.28967785835266113,-0.20765617489814758,-1.8275654315948486,-0.3480677008628845,-0.032189127057790756,-0.9963796138763428,-0.07868634164333344,0.00023944782151374966,-1.217551350593567,-0.2715200185775757,-0.02819029428064823,-0.8661285638809204,-0.314711332321167,-0.04435034468770027,-0.667579174041748,-0.2994219660758972,0.14539331197738647,-0.8794447183609009,-0.10471835732460022,0.18357934057712555,-1.0128517150878906,-0.3166804611682892,0.094504214823246,-0.659659206867218,-0.2769169807434082,0.04089522361755371,-0.49842217564582825,-0.19466182589530945,0.2964181900024414,-0.718342125415802,-0.1426841765642166,0.324055939912796,-0.8408387303352356,-0.2885013222694397,0.21267198026180267,-0.5935445427894592,-0.2555080056190491,0.13844208419322968,-0.4590670168399811,-0.19814924895763397,1,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/1/00002.jpg
0.0,0.0,0.0,-0.2213931381702423,-0.1589888483285904,-0.14970256388187408,-0.41014885902404785,-0.508760392665863,-0.22982993721961975,-0.45858216285705566,-0.8403944969177246,-0.3056183457374573,-0.40060266852378845,-1.1299347877502441,-0.3714648485183716,-0.3679463863372803,-0.9819469451904297,-0.10562699288129807,-0.4727758765220642,-1.406924843788147,-0.23661750555038452,-0.5194974541664124,-1.6473522186279297,-0.30660608410835266,-0.537517249584198,-1.873236894607544,-0.3584671914577484,-0.17335829138755798,-0.9791123867034912,-0.10623524338006973,-0.27037665247917175,-1.2457098960876465,-0.3090563118457794,-0.2524062395095825,-0.8692525029182434,-0.3472946584224701,-0.21229387819766998,-0.6305927634239197,-0.3237440884113312,0.024624217301607132,-0.9113926887512207,-0.13036759197711945,-0.05907602980732918,-1.0604132413864136,-0.34785908460617065,-0.08631543070077896,-0.6593130826950073,-0.30829182267189026,-0.06924578547477722,-0.4656466841697693,-0.2247186154127121,0.21616576611995697,-0.7946580648422241,-0.16658778488636017,0.12982818484306335,-0.9425800442695618,-0.32718220353126526,0.052571896463632584,-0.6499710083007812,-0.3034539222717285,0.03812462463974953,-0.4805765151977539,-0.24985024333000183,1,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/1/00003.jpg
0.0,0.0,0.0,0.19739580154418945,-0.17467842996120453,-0.08745628595352173,0.3689810037612915,-0.47285813093185425,-0.14164499938488007,0.2946415841579437,-0.7494025826454163,-0.1951109766960144,0.11778121441602707,-0.9076805114746094,-0.246188223361969,0.3523242771625519,-0.9571366310119629,-0.0980527475476265,0.41939958930015564,-1.3215078115463257,-0.18963401019573212,0.4378817677497864,-1.5433155298233032,-0.24454371631145477,0.4410891830921173,-1.7522896528244019,-0.29071044921875,0.14613938331604004,-0.9807299375534058,-0.12966099381446838,0.18532541394233704,-1.1381124258041382,-0.2827936112880707,0.17546586692333221,-0.7928852438926697,-0.3252294063568115,0.16351740062236786,-0.6330847144126892,-0.32348936796188354,-0.03984391689300537,-0.9307152628898621,-0.16994252800941467,-0.03059447556734085,-0.9986363649368286,-0.34291988611221313,0.02098548784852028,-0.6414204835891724,-0.33166956901550293,0.048603206872940063,-0.49874642491340637,-0.28539466857910156,-0.21974299848079681,-0.8339182734489441,-0.21554280817508698,-0.18606337904930115,-0.8677433729171753,-0.3394601345062256,-0.12602286040782928,-0.6059607267379761,-0.3189602494239807,-0.09055741131305695,-0.48907697200775146,-0.2795827090740204,1,/Users/marcoscosta/Documents/ML_projects/01_realtime_hand_gesture_classifier/data/raw/1/00004.jpg
